Index,avg_price_per_kg
345,9.502505501652573
346,6.633680249539322
347,8.77475957597978
348,5.286528134979151
349,7.7366122788646345
350,8.251724250672279
351,7.314218183944039
352,9.88432799452845
353,7.67994575186602
354,9.355507627667508
355,6.656978896319103
356,6.717605581740418
357,5.995199148443894
358,8.671499929269853
359,9.195289090121554
360,8.341349299761752
361,6.652677373809599
362,6.206738223444153
363,6.840832745508226
364,8.658461961435801
365,5.3390621005317085
366,6.642273617015419
367,7.648461911738065
368,7.589773080572771
369,5.625348274444995
370,9.258547075397823
371,4.578904832523506
372,6.665295111622975
373,6.181163909391525
374,9.162363028472342
375,6.63102837607604
376,6.950291701093611
377,4.829027613535857
378,6.200558838016248
379,7.662688304148285
380,6.870631956206667
381,6.173048145455243
382,7.163332280178847
383,6.837268705165053
384,6.979083099211095
385,2.5988971249484663
386,7.858654061108628
387,6.1505650008279575
388,7.964162794713964
389,3.3668279665162477
390,8.855577573018802
391,6.73558782146636
392,6.51633107330948
393,9.306038646194084
394,9.027267599249223
395,1.1428131640841723
396,8.490890481525724
397,6.733984570964712
398,6.977650326917661
399,7.4015697486247145
400,6.461087224447019
401,6.089290700715258
402,2.9830680830578666
403,10.075992797231597
404,5.5190182994256585
405,5.812397946088675
406,9.347597253805088
407,4.775895790335098
408,7.310078901662189
409,4.545496414677688
410,9.947315751179218
411,9.870969095534637
412,4.112162652036411
413,5.800456668995771
414,8.146799825175227
415,9.358049959677675
416,4.506901478917383
417,8.94880592834509
418,5.220867597606345
419,10.05229353540379
420,6.772845251890709
421,3.6650235489639957
422,4.946059609347186
423,7.888059801700849
424,5.216428906505606
425,6.469554075011707
426,8.882647661244873
427,8.330987523111343
428,7.748373640610977
429,8.61440226215667
430,6.671804455163594
431,10.08346402148951
432,7.9892868434266715
433,7.5437455428470015
434,10.65849196867086
435,6.89947806660926
436,7.549294933845554
437,4.472861092628978
438,5.473818930808461
439,5.446061640007926
440,6.003972773915119
441,7.334754539391671
442,6.0197440586115425
443,9.962506504215963
444,9.805978473549157
445,9.001150091151722
446,10.366899547517653
447,7.4027776150838855
448,8.458718872637817
449,8.506875576267383
450,8.407109771468297
451,9.978030057950784
452,6.722543335062926
453,9.42406176437664
454,7.905033074892492
455,6.313458686677592
456,8.133418097213251
457,8.128292201051275
458,8.59728446129
459,4.249871343658809
460,7.743922286927881
461,5.045736700201086
462,9.123273418376192
463,5.5534243618073695
464,6.039286150532342
465,7.915039377071838
466,4.066833776314596
467,4.835230417717886
468,7.481784832290297
469,5.501718176364361
470,8.567978354900484
471,7.965173437151036
472,8.334459818070828
473,5.113520654721062
474,4.788286659480457
475,5.503926283082902
476,10.046288005765385
477,10.179618586070642
478,4.172163769781644
479,6.762357619429464
480,5.55932271386629
481,4.690557011374002
482,7.634470984029525
483,4.714467753551675
484,3.3375224010994162
485,8.176564122788646
486,6.785054436318003
487,8.316549026419848
488,3.3633815197998067
489,3.1359668953367272
490,4.127261570157816
491,5.631647897810412
492,6.976426707209194
493,7.681162857426188
494,7.767238394793073
495,10.24440705141494
496,6.751908892131726
497,4.737909448661912
498,8.254960630059605
499,8.178365602978149
500,9.232026490708105
501,9.641590331708711
502,13.816906137620846
503,8.807036863499292
504,9.03446073603702
505,8.017028734025288
506,9.991351568404198
507,7.293178372027112
508,6.664096147539089
509,7.53941887572675
510,5.273532906702854
511,8.54601184399069
512,7.159931866075415
513,6.187413759181356
514,4.348961889410633
515,7.733787870343104
516,8.440110735265781
517,7.7764933624025945
518,6.1449818318973914
519,7.125928758682241
520,4.749848034813567
521,9.140259082326386
522,5.24719292696745
523,6.549546355588289
524,6.587239182607237
525,7.182907336606133
526,9.074933821591202
527,7.662694368717687
528,3.013267113601822
529,4.248636225335121
530,9.840089502813548
531,9.822430776820719
532,5.097143760908159
533,8.656047337724289
534,7.512067380350912
535,9.046922872384629
536,8.54499858063862
537,7.120847475219343
538,5.610712960742221
539,6.302642277956129
540,8.509455525668395
541,8.266792372188714
542,5.035935110688936
543,7.698872701229133
544,9.250647458289162
545,7.8901666876494625
546,6.208123414345404
547,8.3411647051877
548,6.309199560547887
549,4.431333903697903
550,6.112694526105283
551,5.071218375979381
552,6.011665733329691
553,6.06689128948615
554,4.70429075718544
555,5.3071258682595435
556,5.171373878091372
557,10.045918343744313
558,6.844907379412373
559,4.980926532873091
560,5.757323850994811
561,8.581185761737512
562,4.440930386101534
563,5.572843976965362
564,5.555744227209383
565,7.062970796916455
566,4.367751656455821
567,9.263543814027763
568,7.5948017173790525
569,8.946587118574616
570,8.668904333811023
571,4.660528431158726
572,6.18676586836882
573,9.051968874383348
574,8.127782939277967
575,5.127134153955238
576,6.102042800876806
577,6.175247337924461
578,3.7616416437271916
579,7.485245616136782
580,10.88528656784446
581,5.595260431214233
582,5.166633049084958
583,3.0833625161289913
584,6.351082352709228
585,8.725974312602423
586,8.306564698100393
587,6.201210393042561
588,14.10469895069796
589,6.585045929946854
590,7.052644589572612
591,8.247205083518079
592,7.0482111016927655
593,6.22626851527439
594,6.261984831986507
595,6.679089422669103
596,6.171904432300205
597,6.536564414804037
598,6.6694718862233735
599,6.653790107434912
600,5.979350679262986
601,6.669300435593503
602,7.246236133933547
603,10.526555526890771
604,8.657806449426916
605,6.9104825146133475
606,2.4798686954897486
607,8.100689195959573
608,4.07827898726786
609,8.354966292315735
610,9.01469247619491
611,8.730610157514754
612,8.15072276074379
613,7.263653393821199
614,4.809751007917625
615,10.681648596026188
616,5.325262172617899
617,6.472977604885232
618,13.691301330790727
619,5.557372510279249
620,7.725000386812641
621,4.659640587085188
622,10.085794940210322
623,8.12475657692127
624,5.524797460632256
625,6.18615835743246
626,4.958674256902795
627,6.134592733934876
628,4.39917674612821
629,6.719304571838679
630,5.799899786595665
631,6.009564538386661
632,6.955391450401096
633,5.382025577174739
634,5.549576811015059
635,7.155069827778233
636,6.015138525857523
637,9.37880715119746
638,5.757790351707604
639,4.303238009086534
640,8.099625997806115
641,6.309199560547887
642,5.00608367383011
643,8.145975232989807
644,4.437525630877291
645,10.98423893141619
646,7.115746688202624
647,6.65967806322506
648,4.361072048392497
649,9.441100779315239
650,8.066253924970544
651,5.559603158416088
652,6.731980587658016
653,5.609552015604735
654,8.616429946252778
655,4.378096646999541
656,7.467192826214116
657,5.482736747627143
658,4.422314738751692
659,5.599430570388241
660,9.351965561429802
661,6.056660509832232
662,6.6375096115876815
663,6.006644796637241
664,1.595543916871963
665,10.589954571748498
666,8.20281908405597
667,7.664523661283565
668,4.916183181601717
669,11.408384398162777
670,6.94230535020119
671,9.83735277777552
672,5.3790375228756755
673,5.455674271579913
674,7.083965871347447
675,10.64408785917566
676,10.071274632315442
677,6.4863153387966905
678,8.350291891005762
679,7.498252342297688
680,2.047400024350403
681,3.2989610406570584
682,9.471961465549732
683,6.21261066818477
684,7.548671750829156
685,7.468422512448235
